group,dimension,category,record_count
대화체,상황,책의 쪽수가 궁금한 상황,4
대화체,상황,옷 프리 사이즈의 정확한 사이즈가 궁금한 상황,4
대화체,상황,물병의 재질이 궁금한 상황,4
대화체,상황,가방 끈의 매듭처리가 궁금한 상황,4
대화체,상황,야채의 원산지가 궁금한 상황,4
대화체,상황,제품의 정확한 색상이 궁금한 상황,4
대화체,상황,휴대폰 케이스의 기종이 궁금한 상황,4
대화체,상황,"면도기 구매 시, 날이 들어있는지 궁금한 상황",4
대화체,상황,상품의 무상 수리 기간이 궁금한 상황,4
대화체,상황,유통기한이 궁금한 상황,8
대화체,상황,서랍장의 세로 길이가 궁금한 상황,4
대화체,상황,책장의 폭이 궁금한 상황,4
대화체,상황,물을 주문하는데 개수가 궁금한 상황,4
대화체,상황,치즈가 어디 있는지 궁금한 상황,4
대화체,상황,역사서가 어디 있는지 궁금한 상황,4
대화체,상황,3층으로 가는 계단이 어디 있는지 궁금한 상황,1
대화체,상황,4층으로 가는 계단이 어디 있는지 궁금한 상황,1
대화체,상황,5층으로 가는 계단이 어디 있는지 궁금한 상황,1
대화체,상황,6층으로 가는 계단이 어디 있는지 궁금한 상황,1
대화체,상황,화장실이 어디 있는지 궁금한 상황,4
대화체,상황,립스틱이 어디 있는지 궁금한 상황,4
대화체,상황,등산용품 판매대 위치가 궁금한 상황,4
대화체,상황,문구용품 판매대 위치가 궁금한 상황,4
대화체,상황,다른 색상 제품의 위치가 궁금한 상황,4
대화체,상황,특별석을 찾고 있는 상황,4
대화체,상황,오렌지 주스를 찾고 있는 상황,4
대화체,상황,와인 판매대 위치가 궁금한 상황,4
대화체,상황,수유실 위치가 궁금한 상황,4
대화체,상황,옷을 착용해보고 싶은 상황,4
대화체,상황,물통을 한번 써보고 싶은 상황,4
대화체,상황,옷을 가져가서 세탁해보고 싶은 상황,4
대화체,상황,선물용 포장이 되는지 묻는 상황,4
대화체,상황,다른 모자를 찾고 있는 상황,4
대화체,상황,AS는 가능한지 묻고 있는 상황,4
대화체,상황,라디오를 한번 써보고 싶은 상황,4
대화체,상황,칼을 한번 써보고 싶은 상황,4
대화체,상황,아이용 젓가락을 찾고 있는 상황,4
대화체,상황,아이가 먹을 수 있는지 궁금한 상황,4
대화체,상황,아이가 사용하기에 안 위험한 장난감인지 궁금한 상황,4
대화체,상황,어르신들이 좋아하는 상품인지 궁금한 상황,4
대화체,상황,인기 상품인지 궁금한 상황,4
대화체,상황,바지 단을 줄이고 싶은 상황,4
대화체,상황,프리 사이즈 옷의 사이즈를 늘리고 싶은 상황,4
대화체,상황,바지의 가격을 묻고 있는 상황,4
대화체,상황,하자 상품을 주장하며 흥정하는 상황,4
대화체,상황,세일 기간 가격을 주장하는 상황,4
대화체,상황,세일 기간이라 할인되는 상황,4
대화체,상황,쿠폰이 없어서 할인이 안 되는 상황,4
대화체,상황,회원이어야 할인이 되는 상황,4
대화체,상황,회원이 아니어서 할인이 안 되는 상황,4
대화체,상황,인터넷 할인 쿠폰을 가져온 상황,4
대화체,상황,가격을 흥정하는 상황,8
대화체,상황,계산이 여러 개 계산된 상황,4
대화체,상황,포장이 느슨하게 되어 있던 상황,4
대화체,상황,배달이 되는지 문의하는 상황,4
대화체,상황,계산이 되어 있지 않은 상황,4
대화체,상황,계산대 위치를 묻는 상황,8
대화체,상황,쿠폰 할인이 안 되어 있는 상황,4
대화체,상황,회원 적립이 안 되어 있는 상황,4
대화체,상황,포장대 위치가 궁금한 상황,4
대화체,상황,배달 시간은 지정이 가능한지 묻는 상황,4
대화체,상황,매대의 가격과 계산 가격이 다른 상황,4
대화체,상황,"할인 가격이라 샀는데, 할인이 안 되어 있는 상황",4
대화체,상황,계산이 2번 된 상황,4
대화체,상황,거스름돈을 더 준 상황,4
대화체,상황,바지를 환불받고 싶은 상황,4
대화체,상황,찢어진 바지를 환불받고 싶은 상황,4
대화체,상황,물빠진 바지를 환불받고 싶은 상황,4
대화체,상황,속옷을 환불받고 싶은 상황,4
대화체,상황,방금 사간 고등어를 교환하고 싶은 상황,4
대화체,상황,일주일 전에 산 고등어를 환불하고 싶은 상황,4
대화체,상황,가격대가 동일한 다른 제품으로 교환하고 싶은 상황,4
대화체,상황,모서리에 흠집이 난 제품을 교환하고 싶은 상황,4
대화체,상황,유리에 금이 간 컵을 교환하고 싶은 상황,4
대화체,상황,소주병이 깨져서 환불해야 하는 상황,4
대화체,상황,세탁가루를 환불하고 싶은 상황,4
대화체,상황,과자를 다른 걸로 교환하고 싶은 상황,4
대화체,상황,면세점에서 구입한 물품의 과세가 궁금한 상황,4
대화체,상황,면세점에서 시계를 구입하려는데 보증서 여부가 궁금한 상황,4
대화체,상황,면세점에서 술을 사고 싶은 상황,4
대화체,상황,면세점 영업시간이 궁금한 상황,4
대화체,상황,면세점간의 가격 차이가 궁금한 상황,4
대화체,상황,옷 사이즈가 더 큰 것이 없는지 궁금한 상황,8
대화체,상황,옷 사이즈가 더 작은 것이 없는지 궁금한 상황,8
대화체,상황,신발이 더 큰 사이즈가 없는지 궁금한 상황,8
대화체,상황,신발을 한번 신어보고 싶은 상황,8
대화체,상황,"신발을 더 작은 사이즈로 사고 싶은데, 사이즈가 없는 상황",8
대화체,상황,탈의실에 옷을 너무 많이 가져간 상황,8
대화체,상황,탈의실 위치를 알 수 없는 상황,4
대화체,상황,옷이 잘 어울리는지 어떤지 잘 모르겠는 상황,8
대화체,상황,옷 추천을 받고 싶은 상황,4
대화체,상황,인기있는 신발 품목을 알고 싶은 상황,4
대화체,상황,인기있는 옷 종류를 알고 싶은 상황,4
대화체,상황,여름인데 긴팔 의상을 찾고 있는 상황,4
대화체,상황,겨울인데 짧은 팔 의상을 찾고 있는 상황,4
대화체,상황,화려한 옷을 찾고 있는 상황,4
대화체,상황,여름 파운데이션을 찾고 있는 상황,4
대화체,상황,스킨 로션을 찾고 있는 상황,4
대화체,상황,남성용 화장품을 찾고 있는 상황,4
대화체,상황,괜찮은 마스카라를 찾고 있는 상황,4
대화체,상황,괜찮은 아이라이너를 찾고 있는 상황,4
대화체,상황,지성피부용 화장품을 찾고 있는 상황,4
대화체,상황,빨간 립스틱을 찾고 있는 상황,4
대화체,상황,잘 안 묻어나는 립스틱을 찾고 있는 상황,4
대화체,상황,유명한 화장품을 찾고 있는 상황,4
대화체,상황,학생용 화장품을 찾고 있는 상황,4
대화체,상황,주름에 도움을 주는 화장품을 찾고 있는 상황,4
대화체,상황,화장품 세트 상품을 찾고 있는 상황,4
대화체,상황,코팩을 찾고 있는 상황,4
대화체,상황,기미 제거 화장품을 찾고 있는 상황,4
대화체,상황,키위맛 요구르트를 찾고 있는 상황,4
대화체,상황,연어회를 찾고 있지만 품절된 상황,4
대화체,상황,훈제 연어를 찾고 있는 상황,4
대화체,상황,갓 나온 식빵을 찾고 있는 상황,4
대화체,상황,초코맛 시리얼을 찾고 있는 상황,4
대화체,상황,새로 나온 시리얼을 찾고 있는 상황,4
대화체,상황,저지방 우유를 찾고 있는 상황,4
대화체,상황,외국 맥주를 찾고 있는 상황,4
대화체,상황,티비에 나온 치즈를 찾고 있는 상황,4
대화체,상황,연유를 찾고 있는 상황,4
대화체,상황,고추기름을 찾고 있는 상황,4
대화체,상황,볶음용 멸치를 찾고 있는 상황,4
대화체,상황,우표를 구입하려고 하는 상황,4
대화체,상황,책을 찾고 있는 상황,4
대화체,상황,서점에서 포인트 적립을 하는 상황,8
대화체,상황,베스트셀러를 살펴보는 상황,8
대화체,상황,해외 샤프를 찾고 있는 상황,4
대화체,상황,잘 팔리는 장난감을 찾고 있는 상황,4
대화체,상황,서류 봉투를 찾고 있는 상황,4
대화체,상황,다른 볼펜을 찾고 있는 상황,4
대화체,상황,카네이션을 찾고 있는 상황,4
대화체,상황,굵은 빨간색 볼펜을 찾고 있는 상황,4
대화체,상황,얇은 샤프심을 찾고 있는 상황,4
대화체,상황,화이트를 찾고 있는 상황,4
대화체,상황,길거리에서 교통사고가 난 상황,4
대화체,상황,여행지에서 여권을 도둑맞은 상황,4
대화체,상황,여행지 숙소에서 도둑맞은 상황,4
대화체,상황,식당에서 음식이 목에 걸린 상황,4
대화체,상황,길거리에서 갑자기 쓰러진 상황,4
대화체,상황,식당에 갑자기 차가 달려들어온 상황,4
대화체,상황,아기를 잃어버린 상황,4
대화체,상황,주민등록증을 분실한 상황,3
대화체,상황,핸드폰을 분실한 상황,4
대화체,상황,지갑을 분실한 상황,4
대화체,상황,가방을 분실한 상황,4
대화체,상황,동생이 실종된 상황,4
대화체,상황,아버지와 연락두절된 상황,4
대화체,상황,오토바이를 도난당한 상황,4
대화체,상황,핸드폰을 도난당한 상황,4
대화체,상황,캐리어를 도난당한 상황,4
대화체,상황,지갑을 도난당한 상황,4
대화체,상황,차량을 도난당한 상황,4
대화체,상황,인터넷 계정을 도난당한 상황,4
대화체,상황,신용카드 미납 정지를 풀고 싶은 상황,3
대화체,상황,국세체납으로 신용카드가 정지되는지 궁금한 상황,4
대화체,상황,신용카드가 연달아 정지된 상황,4
대화체,상황,신용카드를 정지하려고 하는 상황,4
대화체,상황,신용카드 정지 후 자동이체 여부가 궁금한 상황,4
대화체,상황,신용카드 정지 후 언제 신용불량 상태가 되는 지 궁금한 상황,4
대화체,상황,두번째 신용카드 정지된 상황,4
대화체,상황,정지된 신용카드의 정지 해제일이 궁금한 상황,4
대화체,상황,신용카드 정지일이 궁금한 상황,4
대화체,상황,정지된 신용카드의 사용이 궁금한 상황,4
대화체,상황,신용카드 정지 후 입금 가능 여부가 궁금한 상황,4
대화체,상황,신용카드 정지를 해제하고 싶은 상황,4
대화체,상황,신용카드 대금을 일주일만에 낸 상황,4
대화체,상황,태풍이 오는 상황,4
대화체,상황,실외기 화재가 일어난 상황,4
대화체,상황,옆집에 화재가 일어난 상황,4
대화체,상황,집에 물이 잠긴 상황,4
대화체,상황,회사에서 지진이 일어난 상황,4
대화체,상황,지진이 일어난 상황,4
대화체,상황,태풍 때문에 정전된 상황,4
대화체,상황,태풍 때문에 바다에 빠진 상황,4
대화체,상황,119로 화재를 신고하는 상황,4
대화체,상황,산사태가 일어나서 신고하는 상황,4
대화체,상황,산사태 때문에 길이 막힌 상황,4
대화체,상황,교통사고 당한 아이가 일어나지 않는 상황,4
대화체,상황,교통사고를 당했는데 중상인 상황,4
대화체,상황,교통사고를 당했는데 경상인 상황,4
대화체,상황,교통사고를 당했는데 운전자가 나오지 않는 상황,4
대화체,상황,뺑소니를 신고하는 상황,4
대화체,상황,교통사고의 가해자인 상황,4
대화체,상황,교통사고가 의심되는 상황,8
대화체,상황,차가 서로 충돌한 상황,4
대화체,상황,차가 충돌한 상황,4
대화체,상황,음주 단속하는 상황,3
대화체,상황,신호를 위반한 상황,4
대화체,상황,차가 견인된 상황,12
대화체,상황,음주 단속에 걸린 상황,4
대화체,상황,음주 단속 중인 상황,4
대화체,상황,자전거 음주 단속을 하는 상황,4
대화체,상황,도망가다 음주 단속에 걸린 상황,4
대화체,상황,음주 단속이 3번째인 상황,4
대화체,상황,제품에 문제가 있어서 교환/ 환불 필요한 상황,80
대화체,상황,"CS / 고객 상담 (고객 요청 대응: 취소, 반품, 결함 등)",40
대화체,상황,"메인식사 주문, 음료/식사 주문",40
대화체,상황,"식성(선호/비선호 음식, 알레르기)",40
대화체,상황,"관광정보 수집, 비용 문의, 투어 프로그램",40
대화체,상황,"관광 중 일행과 대화, 가이드 설명, 주의사항 설명",40
대화체,상황,"좌석 찾기, 관람 예절, 출연자 및 작품에 대해 토론",40
대화체,상황,"소요 시간, 가는 방법에 대해 대화",40
대화체,상황,"버스(정류장 찾기, 노선 정보, 매표소, 소요시간, 하차 등)",40
대화체,상황,"지하철(역 찾기, 매표소, 노선 정보, 하차, 출구 찾기, 환승)",40
대화체,상황,"기차/배(매표소, 기차 정보, 기차/배 안에서, 하차)",40
대화체,상황,"물건 찾기, 물건 고르기(매장 입장, 착용, 시범 요구, 선물, 다른 물건 찾기, AS 문)",36
대화체,상황,"물건 찾기, 물건 고르기.. (매장 입장, 착용, 시범 요구, 선물, 다른 물건 찾기, AS 문의)",32
대화체,상황,신입사원 환영 회식,4
대화체,상황,출장 시 비행기 좌석,1
대화체,상황,출장시 비행기 좌석,3
대화체,상황,고객사의 업무 협조 요청,4
대화체,상황,병가 신청,4
대화체,상황,산업재해 보험에 관한 대화,4
대화체,상황,외국어 강의 비용 지원,4
대화체,상황,회사의 복지 제도,4
대화체,상황,구내식당에 관한 대화,4
대화체,상황,샘플 제품 제작,4
대화체,상황,판매 플랫폼 확장 논의,4
대화체,상황,오프라인 매장 감소 논의,4
대화체,상황,팀별 워크샵,4
대화체,상황,분기별 매출 목표,4
대화체,상황,인턴 채용,4
대화체,상황,예상 퇴근 시간,4
대화체,상황,브랜드 신뢰도 높이기,4
대화체,상황,새로운 판매 전략 논의,4
대화체,상황,구조조정에 대한 소문,4
대화체,상황,회사 설립 10주년 행사,1
대화체,상황,회사 설립 11주년 행사,1
대화체,상황,회사 설립 12주년 행사,1
대화체,상황,회사 설립 13주년 행사,1
대화체,상황,회사 내부 교육 참석 여부,4
대화체,상황,새로운 CEO 선임,4
대화체,상황,전시회 개최,4
대화체,상황,전날 밤 회식,4
대화체,상황,회사 체육대회 참석,4
대화체,상황,팀장님 생일파티 준비,4
대화체,상황,카풀 제안,4
대화체,상황,자동차 운행 제안 규정,4
대화체,상황,사내 연애 금지 규정,4
대화체,상황,팀 내부의 관습,4
대화체,상황,점심 시간에 운동하기,4
대화체,상황,직장인 건강검진,4
대화체,상황,신혼부부 대출,4
대화체,상황,직원 할인,4
대화체,상황,회사의 신 사옥 이전,4
대화체,상황,회사 출입증 재발급,4
대화체,상황,팀장님과 사장님의 면담,4
대화체,상황,명절 선물 세트,4
대화체,상황,이직 제안,4
대화체,상황,인사 발령,4
대화체,상황,정부과제 수주,4
대화체,상황,사무실 물품 구매,4
대화체,상황,오피스 정치에 대한 토론,4
대화체,상황,회의실 예약,8
대화체,상황,업무지원팀 인사 발령,4
대화체,상황,고객사와 골프 라운딩,4
대화체,상황,매니저의 횡령,4
대화체,상황,불량 제품 발생,4
대화체,상황,청소부의 정규직 전환,4
대화체,상황,신입사원 연수 스케줄,4
대화체,상황,낙하산 인사에 대한 비판,4
대화체,상황,신입사원 시험 감독,4
대화체,상황,"IT/컴퓨터(수리, 소프트웨어 설치 등)",24
대화체,상황,비서,24
대화체,상황,구매/납품,36
대화체,상황,온라인 쇼핑 (주문/배송),20
대화체,상황,광고,28
대화체,상황,방송,20
대화체,상황,관공서/행정 업무 보는 상황,76
대화체,소분류,회식,964
대화체,상황,연말 회식하는 상황,340
대화체,상황,좋은 성과가 나와 축하하는 상황,104
대화체,상황,기존 거래처/잠재적 거래처와의 접대,116
대화체,상황,출장을 가기 위해 업무적으로 준비해야 하는 상황 1,4
대화체,상황,출장을 가기 위해 업무적으로 준비해야 하는 상황 2,4
대화체,상황,출장을 가기 위해 업무적으로 준비해야 하는 상황 3,4
대화체,상황,출장을 가기 위해 업무적으로 준비해야 하는 상황 4,4
대화체,상황,출장을 가기 위해 업무적으로 준비해야 하는 상황 5,4
대화체,상황,출장 경비처리를 해야 하는 상황 1,4
대화체,상황,출장 경비처리를 해야 하는 상황 2,4
대화체,상황,출장 경비처리를 해야 하는 상황 3,4
대화체,상황,출장 경비처리를 해야 하는 상황 4,4
대화체,상황,출장 경비처리를 해야 하는 상황 5,4
대화체,상황,출장 숙소 정하기 1,4
대화체,상황,출장 숙소 정하기 2,4
대화체,상황,숙소예약 오류,4
대화체,상황,비행기 예매하기,4
대화체,상황,기차 예약하기,4
대화체,상황,자동차 렌트하기,4
대화체,상황,출장 중 회사 차량을 운전하다가 사고가 난 상황,4
대화체,상황,비행기가 연착된 상황,4
대화체,상황,출장 시 필요서류를 안가져온 상황,4
대화체,상황,법인카드를 잃어버린 상황,4
대화체,상황,출장 간 나라에서 길을 잃은 상황,4
대화체,상황,협력사 직원이 공항으로 마중 나온 상황,4
대화체,상황,상사에게 도착보고를 하는 상황,4
대화체,상황,상사에게 업무 진행상황을 보고하는 상황,4
대화체,상황,고객사에 전달할 기념품을 고르는 상황,4
대화체,상황,출장에 필요한 준비물에 대해 대화를 나누는 상황,4
대화체,상황,다음 출장에 대해 논의하는 상황,4
대화체,상황,출장 갈 직원을 선정하는 상황 1,1
대화체,상황,출장 갈 직원을 선정하는 상황 2,2
대화체,상황,출장 갈 직원을 선정하는 상황 3,2
대화체,상황,출장 갈 직원을 선정하는 상황 4,2
대화체,상황,출장 갈 직원을 선정하는 상황 5,1
대화체,상황,출장 갈 직원이 사고가 난 상황,4
대화체,상황,출장 갈 직원을 변경하는 상황,4
대화체,상황,숙소를 예약하는 상황 1,1
대화체,상황,숙소를 예약하는 상황 2,1
대화체,상황,숙소를 예약하는 상황 3,1
대화체,상황,숙소를 예약하는 상황 4,1
대화체,상황,숙소관련 문의,4
대화체,상황,날씨로 항공편이 결항된 상황 1,4
대화체,상황,날씨로 항공편이 결항된 상황 2,4
대화체,상황,출장 스케줄이 변경된 상황 1,4
대화체,상황,출장 스케줄이 변경된 상황 2,4
대화체,상황,의견 교환하기 1,4
대화체,상황,의견 교환하기 2,4
대화체,상황,의견 교환하기 3,4
대화체,상황,의견 교환하기 4,4
대화체,상황,의견 교환하기 5,4
대화체,상황,찬성 및 반대 1,4
대화체,상황,찬성 및 반대 2,4
대화체,상황,찬성 및 반대 3,4
대화체,상황,찬성 및 반대 4,4
대화체,상황,찬성 및 반대 5,4
대화체,상황,제안 및 협상하기 1,4
대화체,상황,제안 및 협상하기 2,4
대화체,상황,제안 및 협상하기 3,4
대화체,상황,제안 및 협상하기 4,4
대화체,상황,제안 및 협상하기 5,4
대화체,상황,회의 일정 잡기 1,4
대화체,상황,회의 일정 잡기 2,4
대화체,상황,회의 일정 잡기 3,4
대화체,상황,회의 일정 잡기 4,4
대화체,상황,회의 일정 잡기 5,4
대화체,상황,출장 결과 보고 1,4
대화체,상황,출장 결과 보고 2,4
대화체,상황,출장 결과 보고 3,4
대화체,상황,출장 결과 보고 4,4
대화체,상황,출장 결과 보고 5,4
대화체,상황,실적 보고 1,4
대화체,상황,실적 보고 2,4
대화체,상황,실적 보고 3,4
대화체,상황,실적 보고 4,4
대화체,상황,실적 보고 5,4
대화체,상황,회의 자료 준비,4
대화체,상황,회의 장소 예약,4
대화체,상황,회의 장소 오류,4
대화체,상황,회의장 정리,4
대화체,상황,회의 참석 인원 확인,4
대화체,상황,회의 참석자에게 연락,4
대화체,상황,회의 참석 명단 확인,4
대화체,상황,회의 미참석자 확인,4
대화체,상황,회의록 작성,4
대화체,상황,인원 충원에 관한 논의,4
대화체,상황,회의장에 놓을 다과 준비,4
대화체,상황,회의에 필요한 비품 준비 1,4
대화체,상황,회의에 필요한 비품 준비 2,4
대화체,상황,회의실을 다른 팀이 사용하는 상황,4
대화체,상황,회의장 의자가 모자라는 상황,4
대화체,상황,회의실 컴퓨터 작동이 안되는 상황,4
대화체,상황,회의를 시작하는 상황 1,4
대화체,상황,회의를 시작하는 상황 2,4
대화체,상황,기획안 발표,4
대화체,상황,화상 회의 준비,4
대화체,상황,화상 회의 프로그램 구매,4
대화체,상황,화이트보드 마커가 없는 상황,4
대화체,상황,회의 평가,4
대화체,상황,회의에 대한 불만을 표시하는 상황,4
대화체,상황,회의가 취소된 상황,4
대화체,상황,회의를 마치는 상황 1,1
대화체,상황,회의를 마치는 상황 2,2
대화체,상황,회의를 마치는 상황 3,2
대화체,상황,회의를 마치는 상황 4,2
대화체,상황,회의를 마치는 상황 5,1
대화체,상황,회사 및 회사 상품/자료 소개 1,4
대화체,상황,회사 및 회사 상품/자료 소개 2,1
대화체,상황,회사 및 회사 상품/자료 소개 3,2
대화체,상황,회사 및 회사 상품/자료 소개 4,6
대화체,상황,회사 및 회사 상품/자료 소개 5,6
대화체,상황,회사 및 회사 상품/자료 소개 6,1
대화체,상황,발표 및 질의 응답 1,4
대화체,상황,발표 및 질의 응답 2,4
대화체,상황,발표 및 질의 응답 3,4
대화체,상황,발표 및 질의 응답 4,4
대화체,상황,발표 및 질의 응답 5,4
대화체,상황,컨퍼런스 자료 준비,4
대화체,상황,컨퍼런스 기획 회의,4
대화체,상황,컨퍼런스 관련 역할 분담,4
대화체,상황,컨퍼런스 장소 선정,4
대화체,상황,컨퍼런스 홍보,4
대화체,상황,컨퍼런스에 사용할 장비 대여,4
대화체,상황,마이크가 작동하지 않는 경우,4
대화체,상황,컨퍼런스 진행자 섭외,4
대화체,상황,해외 인사 섭외,4
대화체,상황,통역사 섭외,4
대화체,상황,이름표 배부,4
대화체,상황,자리안내,4
대화체,상황,참가자 등록,4
대화체,상황,단체사진 촬영,4
대화체,상황,사내 우수기업 시상,4
대화체,상황,컨퍼런스 자료집 제작,4
대화체,상황,컨퍼런스 사은품 증정,4
대화체,상황,강연 후 쉬는 시간,4
대화체,상황,점심식사 시간,4
대화체,상황,초대가수 공연,4
대화체,상황,경품 추첨 행사,4
대화체,상황,부스 꾸미기,4
대화체,상황,체험관 설치,4
대화체,상황,고객 정보 얻기,4
대화체,상황,부스에 찾아온 고객 상담,4
대화체,상황,제품 시연,4
대화체,상황,연말회식 하는 상황 1,4
대화체,상황,연말회식 하는 상황 2,4
대화체,상황,연말회식 하는 상황 3,4
대화체,상황,연말회식 하는 상황 4,4
대화체,상황,연말회식 하는 상황 5,4
대화체,상황,좋은 성과가 나와 축하하는 상황 1,4
대화체,상황,좋은 성과가 나와 축하하는 상황 2,4
대화체,상황,좋은 성과가 나와 축하하는 상황 3,4
대화체,상황,좋은 성과가 나와 축하하는 상황 4,4
대화체,상황,좋은 성과가 나와 축하하는 상황 5,1
대화체,상황,좋은 성과가 나와 축하하는 상황 6,1
대화체,상황,좋은 성과가 나와 축하하는 상황 7,1
대화체,상황,좋은 성과가 나와 축하하는 상황 8,1
대화체,상황,기존 거래처/잠재적 거래처와의 접대 1,4
대화체,상황,기존 거래처/잠재적 거래처와의 접대 2,4
대화체,상황,기존 거래처/잠재적 거래처와의 접대 3,4
대화체,상황,기존 거래처/잠재적 거래처와의 접대 4,4
대화체,상황,기존 거래처/잠재적 거래처와의 접대 5,4
대화체,상황,연초 회식하는 상황,4
대화체,상황,생일 기념 회식,4
대화체,상황,전근가는 동료를 위한 송별회,4
대화체,상황,신입사원 환영회,4
대화체,상황,입사동기 회식,4
대화체,상황,회식에서 2차를 가는 상황,4
대화체,상황,회식이 취소된 상황,4
대화체,상황,회식 장소 정하기 1,4
대화체,상황,회식 장소 정하기 2,1
대화체,상황,회식 장소 정하기 3,1
대화체,상황,회식 장소 정하기 4,1
대화체,상황,회식 장소 정하기 5,1
대화체,상황,회식에 불참하는 상황,4
대화체,상황,팀원끼리 점심 회식을 하는 상황,4
대화체,상황,회식에 대한 이야기를 못들은 상황,4
대화체,상황,회식비를 결제하는 상황,4
대화체,상황,회식에서 다툼이 일어난 상황,4
대화체,상황,회식에서 결혼 소식을 전하는 상황,4
대화체,상황,회식에서 공개 고백을 하는 상황,4
대화체,상황,회식자리에 뒤늦게 합류한 상황,4
대화체,상황,회식자리에 사장님이 온 상황,4
대화체,상황,회식 메뉴가 맛이 없는 상황,4
대화체,상황,회식 메뉴가 만족스러운 상황,4
대화체,상황,직원이 회식 도중 만취한 상황,4
대화체,상황,회식을 마무리하는 상황,4
대화체,상황,회식이 끝난 후 집에 돌아가는 상황,4
대화체,상황,프로모션 행사 후 회식,4
대화체,상황,회식 중간에 집에 가야하는 상황,4
대화체,상황,상사가 주는 술을 거부해야 하는 상황,4
대화체,상황,가족들이 회식에 참석한 상황 1,4
대화체,상황,가족들이 회식에 참석한 상황 2,4
대화체,상황,견적 요청/사업 및 제품 문의/제품 소개 1,4
대화체,상황,견적 요청/사업 및 제품 문의/제품 소개 2,4
대화체,상황,견적 요청/사업 및 제품 문의/제품 소개 3,4
대화체,상황,견적 요청/사업 및 제품 문의/제품 소개 4,4
대화체,상황,견적 요청/사업 및 제품 문의/제품 소개 5,4
대화체,상황,판매/구입 문의 및 답변 1,4
대화체,상황,판매/구입 문의 및 답변 2,4
대화체,상황,생산 조절하기,4
대화체,상황,제품 출하 관리,4
대화체,상황,장기 재고 관리,4
대화체,상황,매출 목표 세우기,4
대화체,상황,점유순위 자료 작성,4
대화체,상황,상사 영업경비 처리,4
대화체,상황,백화점 요청처리,4
대화체,상황,매장직원 고충처리,4
대화체,상황,행사기획,4
대화체,상황,사은품 기획,4
대화체,상황,제휴업체 찾기,4
대화체,상황,배송관리,4
대화체,상황,제품 테스트,4
대화체,상황,미팅 스케줄 관리,4
대화체,상황,고객에게 제품 제안 1,4
대화체,상황,고객에게 제품 제안 2,4
대화체,상황,고객에게 제품 제안 3,4
대화체,상황,고객에게 제품 제안 4,4
대화체,상황,고객에게 제품 제안 5,4
대화체,상황,광고판매 시간에 대한 대화,4
대화체,상황,광고 매체에 대한 제안,4
대화체,상황,업체에 제휴제안 1,4
대화체,상황,업체에 제휴제안 2,4
대화체,상황,새로운 대리점 발굴,4
대화체,상황,샘플 제품 평가,4
대화체,상황,용건말하기/부재중 메시지 남기기 1,4
대화체,상황,용건말하기/부재중 메시지 남기기 2,4
대화체,상황,용건말하기/부재중 메시지 남기기 3,4
대화체,상황,용건말하기/부재중 메시지 남기기 4,4
대화체,상황,용건말하기/부재중 메시지 남기기 5,4
대화체,상황,약속 잡기/ 약속 변경하기 1,4
대화체,상황,약속 잡기/ 약속 변경하기 2,4
대화체,상황,약속 잡기/ 약속 변경하기 3,4
대화체,상황,약속 잡기/ 약속 변경하기 4,4
대화체,상황,약속 잡기/ 약속 변경하기 5,4
대화체,상황,전화 걸고 받기/연결하기 1,4
대화체,상황,전화 걸고 받기/연결하기 2,4
대화체,상황,전화 걸고 받기/연결하기 3,4
대화체,상황,전화 걸고 받기/연결하기 4,4
대화체,상황,전화 걸고 받기/연결하기 5,4
대화체,상황,제휴 문의,4
대화체,상황,채용 문의,4
대화체,상황,잘못 걸려온 전화,4
대화체,상황,고객상담 1,4
대화체,상황,고객상담 2,4
대화체,상황,고객상담 3,4
대화체,상황,고객상담 4,4
대화체,상황,고객상담 5,4
대화체,상황,전화가 잘 안들리는 상황,4
대화체,상황,전화로 영업을 하는 상황 1,4
대화체,상황,전화로 영업을 하는 상황 2,4
대화체,상황,전화로 영업을 하는 상황 3,4
대화체,상황,전화로 영업을 하는 상황 4,4
대화체,상황,전화로 영업을 하는 상황 5,4
대화체,상황,옆자리 직원의 전화를 대신 받은 상황,4
대화체,상황,전화기가 작동을 하지 않는 상황,4
대화체,상황,컴퓨터에 문제가 생겨 전화로 도움받는 상황,4
대화체,상황,전화를 상사에게 돌리는 상황,4
대화체,상황,용건을 적어야 하는데 메모지가 없는 상황,4
대화체,상황,용건을 처리하는 데 시간이 걸리는 상황,4
대화체,상황,스스로 처리할 수 없는 용건일 때,4
대화체,상황,우리말에 능숙하지 않은 외국 바이어와 전화,4
대화체,상황,회사 위치를 설명하는 상황,4
대화체,상황,설문조사를 하는 상황 1,4
대화체,상황,설문조사를 하는 상황 2,4
대화체,상황,이벤트 당첨자에게 연락하는 상황,4
대화체,상황,회의 일정잡기,64
대화체,상황,실적보고,20
대화체,상황,약속 잡기/ 약속 변경하기,52
대화체,상황,외부손님이 방문한 경우,32
대화체,상황,입사 관련 설명,28
대화체,상황,컨퍼런스 등록,24
대화체,상황,회의 준비,24
대화체,상황,송별회,24
대화체,상황,업무 분담,20
대화체,상황,해외 출장계획서 작성법에 대해 묻는 상황,4
대화체,상황,동료와 출장 준비물에 대해 얘기하는 상황,8
대화체,상황,출장 다녀온 동료와 얘기하는 상황,8
대화체,상황,해외 출장 다녀온 동료에게 출장비에 대해 묻는 상황,4
